Starting tests...
acl_userdir(_alpha0, r, r, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, wx, x, rx, r) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha3, wx, x, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, wx, x, rx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rx, rw) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha3, wx, x, rx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, wx, x, rx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rx, rx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha3, wx, x, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, wx, x, rx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rx, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha3, wx, x, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, wx, x, rx, w) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rx, w) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha3, wx, x, rx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, wx, x, rx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rx, wx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha3, wx, x, rx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, wx, x, rx, x) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha3, wx, x, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, wx, x, rwx, r) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rwx, r) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha3, wx, x, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, wx, x, rwx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rwx, rw) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha3, wx, x, rwx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, wx, x, rwx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rwx, rx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha3, wx, x, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, wx, x, rwx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rwx, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha3, wx, x, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, wx, x, rwx, w) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rwx, w) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha3, wx, x, rwx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, wx, x, rwx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rwx, wx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha3, wx, x, rwx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, wx, x, rwx, x) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha3, wx, x, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, wx, x, w, r) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, w, r) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, w, r) -> (1, 0, 1) OK
acl_userdir(_alpha3, wx, x, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, wx, x, w, rw) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, w, rw) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, w, rw) -> (1, 0, 1) OK
acl_userdir(_alpha3, wx, x, w, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, wx, x, w, rx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, w, rx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, w, rx) -> (1, 0, 1) OK
acl_userdir(_alpha3, wx, x, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, wx, x, w, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, w, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, w, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha3, wx, x, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, wx, x, w, w) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, w, w) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha3, wx, x, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, wx, x, w, wx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, w, wx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, w, wx) -> (1, 0, 1) OK
acl_userdir(_alpha3, wx, x, w, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, wx, x, w, x) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, w, x) -> (1, 0, 1) OK
acl_userdir(_alpha3, wx, x, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, wx, x, wx, r) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, wx, r) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, wx, r) -> (1, 0, 0) OK
acl_userdir(_alpha3, wx, x, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, wx, x, wx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, wx, rw) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, wx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha3, wx, x, wx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, wx, x, wx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, wx, rx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, wx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha3, wx, x, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, wx, x, wx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, wx, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, wx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha3, wx, x, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, wx, x, wx, w) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, wx, w) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, wx, w) -> (1, 0, 0) OK
acl_userdir(_alpha3, wx, x, wx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, wx, x, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, wx, wx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha3, wx, x, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, wx, x, wx, x) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, wx, x) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, wx, x) -> (1, 0, 0) OK
acl_userdir(_alpha3, wx, x, wx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, wx, x, x, r) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, x, r) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, x, r) -> (1, 1, 0) OK
acl_userdir(_alpha3, wx, x, x, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, wx, x, x, rw) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, x, rw) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, x, rw) -> (1, 1, 0) OK
acl_userdir(_alpha3, wx, x, x, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, wx, x, x, rx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, x, rx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, x, rx) -> (1, 1, 0) OK
acl_userdir(_alpha3, wx, x, x, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, wx, x, x, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, x, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, x, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha3, wx, x, x, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, wx, x, x, w) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, x, w) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, x, w) -> (1, 1, 0) OK
acl_userdir(_alpha3, wx, x, x, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, wx, x, x, wx) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha3, wx, x, x, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, wx, x, x, x) -> (1, 0, 0) OK
acl_userdir(_alpha1, wx, x, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha2, wx, x, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha3, wx, x, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, r, r, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, r, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, r, r, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, r, r, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, r, r, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, r, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, r, r, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, r, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, r, r, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, r, r, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, r, r, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, r, r, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, r, r, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, r, r, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, r, rw, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rw, r) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, r, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, r, rw, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rw, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, r, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, r, rw, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rw, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rw, rx) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, r, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, r, rw, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rw, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rw, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, r, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, r, rw, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rw, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rw, w) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, r, rw, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, r, rw, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rw, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rw, wx) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, r, rw, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, r, rw, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rw, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rw, x) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, r, rw, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, r, rx, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, r, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, r, rx, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rx, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, r, rx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, r, rx, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rx, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, r, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, r, rx, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rx, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, r, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, r, rx, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rx, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, r, rx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, r, rx, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rx, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, r, rx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, r, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rx, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, r, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, r, rwx, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, r, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, r, rwx, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rwx, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, r, rwx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, r, rwx, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rwx, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, r, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, r, rwx, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rwx, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, r, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, r, rwx, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rwx, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, r, rwx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, r, rwx, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rwx, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, r, rwx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, r, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, rwx, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, r, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, r, w, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, w, r) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, r, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, r, w, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, w, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, w, rw) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, r, w, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, r, w, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, w, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, w, rx) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, r, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, r, w, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, w, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, w, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, r, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, r, w, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, w, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, r, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, r, w, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, w, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, w, wx) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, r, w, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, r, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, w, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, w, x) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, r, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, r, wx, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, wx, r) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, r, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, r, wx, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, wx, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, wx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, r, wx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, r, wx, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, wx, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, wx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, r, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, r, wx, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, wx, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, wx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, r, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, r, wx, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, wx, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, wx, w) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, r, wx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, r, wx, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, wx, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, r, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, r, wx, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, wx, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, wx, x) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, r, wx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, r, x, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, x, r) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, x, r) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, r, x, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, r, x, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, x, rw) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, x, rw) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, r, x, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, r, x, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, x, rx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, x, rx) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, r, x, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, r, x, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, x, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, x, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, r, x, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, r, x, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, x, w) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, x, w) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, r, x, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, r, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, x, wx) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, r, x, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, r, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, r, x, x) -> (0, 1, 1) OK
acl_userdir(_alpha2, x, r, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, r, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rw, r, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, r, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rw, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rw, r, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, r, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rw, r, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rw, r, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, r, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rw, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rw, r, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, r, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rw, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rw, r, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, r, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rw, r, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rw, r, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, r, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rw, r, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rw, r, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, r, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rw, r, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rw, rw, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rw, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rw, r) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rw, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rw, rw, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rw, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rw, rw, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rw, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rw, rx) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rw, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rw, rw, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rw, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rw, rwx) -> (0, 0, 1) OK
